Date,Country,City,Killed,Injured,Description
2017-01-13,Syria,Ma'an,2,5.0,A Shahid suicide bomber kills two targets.
2017-01-13,Syria,Hasakah,2,0.0,Two men are crucified by the Islamic State.
2017-01-13,Egypt,Asyut,1,0.0,Radicals slit the throat of a Coptic doctor in his home.
2017-01-13,Nigeria,Kangarwa,3,27.0,"Islamists with Qurans stage an armed attack on a group of security personnel, killing three."
2017-01-13,Iraq,Kirkuk,5,0.0,A woman and her four children are set on fire for wanting to leave the caliphate.
2017-01-14,Cameroon,Gham-Gham,17,0.0,Five women are among seventeen locals beheaded by Boko Haram.
2017-01-14,Iraq,Baghdad,6,12.0,Radicals take out a half-dozen innocents at a nightclub with a car bomb.
2017-01-14,Somalia,Mogadishu,2,3.0,An al-Shabaab landmine takes two souls.
2017-01-14,Syria,Deir Ezzor,12,40.0,At least a dozen others are wiped out by a wave of ISIS suicide attacks.
2017-01-15,Uganda,Katira,0,23.0,"Angered by conversion efforts, a Muslim mob enters a church, beats parishioners and rapes fifteen women."
2017-01-15,Iraq,Mosul,18,2.0,"A suicide bomber targets fleeing civilians, killing eighteen."
2017-01-15,Iraq,Baghdad,12,26.0,"Twelve people are laid out by two Fedayeen suicide blasts, one at a restaurant."
2017-01-15,Syria,Jub al-Barazi,12,30.0,A dozen lives are claimed by a Shahid suicide car bomber.
2017-01-15,Iraq,Halis,9,20.0,A Fedayeen suicide bomber sends nine Iraqis to Allah.
2017-01-15,Niger,Bosso,9,4.0,At least nine villagers are massacred by Fulani terrorists.
2017-01-15,Afghanistan,Pachiragam,6,2.0,A woman and child are among six civilians exterminated by a Taliban IED.
2017-01-15,Iraq,Khalis,2,5.0,A suicide bomber claims two other lives.
2017-01-16,Iraq,Tel Yabis,14,13.0,Suicide bombers take out fourteen civilians.
2017-01-16,Iraq,Baghdad,3,7.0,Three Iraqis bleed out following two blasts.
2017-01-16,Afghanistan,Baghlan,1,0.0,Fundamentalists murder a man on his way to work.
2017-01-16,Yemen,Loder,4,3.0,An al-Qaeda attack leaves four others dead.
2017-01-16,Iraq,Bakriya,1,3.0,One person is killed by a Mujahid bomb blast outside a row of shops.
2017-01-16,Egypt,Naqb,8,3.0,"Fundamentalists pour automatic weapons fire into a checkpoint, killing eight officers."
2017-01-16,Nigeria,Maiduguri,5,20.0,A professor and four students are disassembled by a Fedayeen suicide bomber.
2017-01-17,Iraq,Mosul,3,0.0,A mother and child are murdered along with an elderly man by the Islamic State.
2017-01-17,Iraq,Baghdad,7,20.0,"Sunnis hit a Shiite neighborhood, killing seven bystanders."
2017-01-17,Yemen,Taiz,10,5.0,Ten civilians are killed when Shiite radicals fire a rocket into their house.
2017-01-17,Somalia,Janale,1,0.0,Islamists execute a kidnapped peacekeeper on video.
2017-01-17,Nigeria,Samarun Kataf,3,0.0,"Militant Muslim attack a market, killing three vendors."
2017-01-17,Iraq,Mosul,12,5.0,"Two car bombs target civilians trying to escape the caliphate, killing a dozen."
2017-01-18,Iraq,Rashidiya,36,0.0,"Members of seven families, including women and children, are executed for trying to flee the caliphate."
2017-01-18,Iraq,Mosul,23,0.0,Two dozen returning civilians are surprised by ISIS booby-traps in their homes.
2017-01-18,Iraq,Salahudin,15,13.0,ISIS attacks produce fifteen dead Iraqis.
2017-01-18,Iraq,Mosul,7,0.0,A 12-year-old boy is among seven fleeing civilians picked off by ISIS snipers.
2017-01-18,Israel,Umm al-Hiran,1,1.0,"A member of the Islamic Movement rams his car into a group of police, killing one."
2017-01-18,Mali,Gao,77,120.0,A Fedayeen suicide bomber massacres at least seventy people.
2017-01-18,Yemen,Monoura,9,14.0,Shiite terrorists fire a rocket into a house and then a second one when others rush to help.
2017-01-19,Iraq,Kirkuk,12,0.0,A dozen Iraqis are gruesomely executed by the Islamic State.
2017-01-19,Afghanistan,Maiwand,43,5.0,At least forty-three people are killed in a very bloody ambush by religious extremists.
2017-01-19,Syria,Palmyra,12,0.0,Teachers are among a dozen people whose throats are slit in front of children at an archaeological site.
2017-01-19,Iraq,Kirkuk,7,8.0,Seven civilians are disintegrated by Islamic State shrapnel.
2017-01-20,Libya,Benghazi,0,17.0,Sectarian activists set off a bomb outside a rival mosque.
2017-01-20,Pakistan,Orakzai,2,6.0,Islamists are suspected of opening fire on tribal elders on their way to a council.
2017-01-20,Iraq,Bab al-Toub,2,0.0,An elderly man and his son are killed by a bomb dropped by an Islamic State drone.
2017-01-20,Afghanistan,Buzkashi,2,5.0,Two people at a sporting event are murdered by Taliban bombers.
2017-01-21,Niger,Geskerou,2,7.0,Boko Haram stage a cross-border raid that leaves two guards dead.
2017-01-21,Syria,Rukban,4,3.0,"Radicals set off a car bomb at a camp for displaced persons, killing four."
2017-01-21,Pakistan,Parachinar,25,87.0,Two children are among twenty-five innocents reduced to pulp at a market by bombers striving for a Sharia state.
2017-01-21,Iraq,Rashidiya,13,0.0,Thirteen civilians are executed by the Islamic State after being used as human shields.
2017-01-21,Afghanistan,Dashti Archi,4,0.0,Four people are left dead following a suicide attack.
2017-01-22,Egypt,Sinai,5,0.0,Five people sitting in a taxi are machine-gunned point blank by Islamic extremists.
2017-01-22,Egypt,Rafah,8,0.0,Eight family members are blown to bits in their own home by an Islamist shell.
2017-01-22,Iraq,Taji,1,4.0,An ISIS bomb planted in a neighborhood kills one person.
2017-01-22,Iraq,Baghdad,1,5.0,A bomb left outside a garage claims one civilian.
2017-01-22,Iraq,Kirkuk,7,0.0,Seven Iraqi civilians are lined up and run over with a backhoe…
2017-01-22,Iraq,Mosul,7,3.0,Seven civilians are dismantled by an ISIS shrapnel.
2017-01-22,Nigeria,Gidan Waya,5,0.0,Five college students are ambushed and brutally murdered by Fulani terrorists.
2017-01-22,Syria,Alkhafsa,1,0.0,A man is forced to his knees and shot in the head for 'cursing Allah'.
2017-01-23,Myanmar,Padakar,3,0.0,Three villagers are executed by Muslim terrorists for refusing to help.
2017-01-23,Nigeria,Dzaku,8,7.0,Boko Haram slaughters eight villagers and kidnaps seven women.
2017-01-23,Syria,Raqqa,2,0.0,"Two men are beheaded for ""opposing Allah's Sharia."""
2017-01-23,Kenya,Mandera,1,0.0,"al-Shabaab members throw explosives at a bank and food kiosk, killing a guard."
2017-01-23,Iraq,Sharqat,3,6.0,Three children are reduced to parts by an Islamic State mortar round.
2017-01-24,Iraq,Mosul,14,13.0,"Islamists blast residential areas with rockets, dismembering fourteen and maiming a dozen others."
2017-01-24,Iraq,Baghdad,2,10.0,A woman is among two Iraqis terminated by Mujahideen bombers.
2017-01-24,Somalia,Afgoye,7,0.0,Seven local cops are laid out by an al-Shabaab bomb blast.
2017-01-24,Iraq,Baghdad,2,10.0,Two people are sectionalized by a car bomb blast at a garage.
2017-01-24,Pakistan,Karachi,1,0.0,A Shiite man is gunned down by Sunni assassins.
2017-01-24,Somalia,Afgoye,1,4.0,A women dies trying to defend her farm against an Islamist attack.
2017-01-25,Nigeria,Kaleri,1,2.0,"A suicide bomber blows himself up at a rival mosque, killing a guard."
2017-01-25,Iraq,Sawas,23,0.0,ISIS executes twenty-three prisoners.
2017-01-25,Iraq,Baghdad,3,14.0,Three people at a car dealership are vaporized by Jihadi bombers.
2017-01-25,Somalia,Mogadishu,28,43.0,"Religion of Peace activists stage a suicide assault on a hotel, killing at least twenty-eight others."
2017-01-25,Nigeria,Maiduguri,1,2.0,A man is killed in his home in the middle of the night by a Fedayeen suicide bomber.
2017-01-26,Iraq,Mosul,23,0.0,Two dozen returning refugees are reported killed by ISIS booby-traps.
2017-01-26,Trinidad,Arima,1,1.0,"A Muslim teen is shot dead for having a Christian boyfriend, who is badly injured."
2017-01-26,Syria,Homs,3,0.0,"Two children, ages 3 and 7, are leveled by an ISIS bomb blast along with their mother."
2017-01-26,Iraq,Baghdad,1,5.0,Jihadis pick off a shopper at a popular market.
2017-01-26,Afghanistan,Kulah Sabz,1,2.0,Sharia activists kill a rickshaw driver with a planted bomb.
2017-01-27,Iraq,Hand,1,0.0,A man's throat is slit on charges of apostasy.
2017-01-27,Somalia,Kulbiyow,57,0.0,Armed Islamists attack a peacekeeping base and kill at least forty people.
2017-01-28,Iraq,Tuz Khormato,1,0.0,A Sunni civilian is murdered by Hashd al-Shaabi Shiite radicals.
2017-01-28,Somalia,Qandala,3,0.0,Three hostages are beheaded by al-Shabaab.
2017-01-28,Iraq,Rashidiyah,2,2.0,"ISIS lobs a mortar into a family home, killing both parents and injuring their children."
2017-01-28,Nigeria,Maiduguri,1,0.0,The life of a promising student is cut short by Boko Haram.
2017-01-28,Syria,Hasakah,3,0.0,Three women are detained and executed in cold blood by the Islamic State.
2017-01-28,Iraq,Hawija,4,8.0,A bomb targeting refugees fleeing the caliphate brings down four.
2017-01-28,Iraq,Fallujah,2,3.0,Two Iraqis are blown to bits by a Fedayeen suicide car bomber.
2017-01-28,Syria,Palmyra,2,0.0,Two prisoners are dragged to an ancient Roman amphitheater and executed by the Islamic State.
2017-01-28,Iraq,Mosul,20,0.0,Three professors and a doctor are among a group of twenty Iraqis executed in cold blood by the Islamic State.
2017-01-29,Iraq,Hawija,3,0.0,Three 'youths' are brutally executed by the Islamic State.
2017-01-29,Bangladesh,Dhaka,1,0.0,A 72-year-old Sufi woman's throat is slit by hardliners over her religious views.
2017-01-29,Nigeria,Bulabulin,15,9.0,Islamists machine-gun fifteen motorists along a highway.
2017-01-29,Iraq,Farouq,1,2.0,"An ISIS drone drops a bomb on a 4-year-old, killing him and wounding his parents."
2017-01-29,Philippines,al-Barka,2,3.0,"Two children, ages 2 and 5, are obliterated by an Abu Sayyaf bomb blast."
2017-01-29,Bahrain,Bilad al-Qadeem,1,0.0,Shia militants gun down an off-duty cop.
2017-01-29,Iraq,Rashidiyah,27,0.0,"Twenty-seven men, women and children are discovered in an ISIS mass grave."
2017-01-30,Chechnya,Chali,2,2.0,"Islamic extremists attack a police station, killing two members."
2017-01-30,Yemen,Hodeida,2,3.0,Two crew members are killed when a Saudi frigate is attacked by suicide bombers in boats.
2017-01-31,Nigeria,Dalori,1,0.0,A university student is killed by a child suicide bomber at a mosque.
2017-01-31,Cameroon,Double,1,7.0,Three suicide bombers manage to kill only one other person.
2017-01-31,Iraq,Zolo,2,0.0,Two construction workers are kidnapped and pumped full of holes by Islamic militants.
2017-01-31,Iraq,Mosul,3,0.0,Three children are successfully picked off by an ISIS booby-trap.
2017-01-31,USA,"Denver, CO",1,0.0,A pastor working as a security guard is shot to death at a transit office by a 'radicalized' Muslim.
2017-01-31,Cameroon,Kontcha,5,3.0,An aid worker is among five people murdered by Boko Haram.
2017-01-31,Afghanistan,Yumgan,1,0.0,A woman accused of a sexual affair is shot and killed by Islamic fundamentalists.
2017-01-31,Nigeria,Kubwa,1,3.0,A Boko Haram ambush leaves one dead and three injured.
2017-01-31,Iraq,Mosul,14,22.0,"ISIS members send rockets into a residential neighborhood, killing fourteen innocents."
2017-02-01,Afghanistan,Lashkar Gah,1,2.0,A child is disintegrated by a Taliban rocket.
2017-02-01,Iraq,Baghdad,2,11.0,A pair of Mujahideen bomb blasts claim two lives.
2017-02-01,Iraq,Hawija,5,0.0,Five Iraqis are forced to their knees and shot as an ISIS video camera rolls.
2017-02-01,Somalia,Bosaso,2,6.0,An al-Shabaab attack on a remote checkpoint leaves two dead.
2017-02-02,Pakistan,Lower Mall,1,2.0,A mother of three is gunned down by her conservative brother for having an affair.
2017-02-02,Afghanistan,Almar,8,0.0,Eight police officers from one family are drugged and shot to death in their sleep by a terrorist in uniform.
2017-02-02,Yemen,Amsurrah,6,0.0,Six people are laid out by al-Qaeda shrapnel.
2017-02-02,Somalia,Mogadishu,1,0.0,al-Shabaab is suspected of a car bomb blast that leaves one dead.
2017-02-02,Afghanistan,Yusof Khail,2,0.0,A cleric and his wife are gunned down in their own home by Religion of Peace rivals.
2017-02-02,Iraq,Qa'emshahr,1,0.0,A girl is stabbed to death by her conservative father for sneaking out to a party.
2017-02-03,Kenya,Mandera,1,0.0,A 15-year-old boy succumbs to al-Shabaab gunshot wounds.
2017-02-03,France,Paris,0,0.0,A man wielding a machete charges guests at the Louvre while shouting 'Allah Akbar!'
2017-02-03,Pakistan,Astarzai,1,0.0,A woman is gunned down by a conservative relative for working outside the home.
2017-02-03,Syria,Aleppo,3,4.0,Three children are disassembled by a Sunni bomb blast.
2017-02-03,Iraq,Mosul,7,24.0,"The Islamic State sends rockets into a residential neighborhood, killing seven civilians."
2017-02-03,Iraq,Madean,1,5.0,"Jihadis set of a bomb at a fish market, killing a bystander."
2017-02-04,Somalia,Kismayo,3,3.0,An al-Shabaab ambush leaves three dead.
2017-02-04,Mali,Ménaka,4,8.0,Four security personnel are murdered by Ansar Dine.
2017-02-04,Iraq,Nergal,13,0.0,Children are among thirteen bodies found in a mass grave near an ISIS prison.
2017-02-04,Iraq,Mosul,5,0.0,Five civilians are executed for trying to flee the Islamic State.
2017-02-05,Iraq,Majisa,3,10.0,Three Iraqis are blown to bits by two Shahid car bombers.
2017-02-05,Iraq,Mosul,2,0.0,Two men are crucified for smoking in the Islamic State.
2017-02-05,Nigeria,Sasawa,2,0.0,At least two people are killed during a Boko Haram attack.
2017-02-05,Iraq,Rashidiya,4,5.0,Four civilians are killed by an ISIS drone attack on a humanitarian food line.
2017-02-05,Iraq,Sumer,12,12.0,Five women and three children are among a dozen people aerated by ISIS shrapnel.
2017-02-06,Afghanistan,Maidani,3,4.0,Two women and a child are torn open by a Taliban rocket fired into their home.
2017-02-06,Iraq,Tal Afar,1,0.0,A civilian is shot for refusing to pay the caliphate tax.
2017-02-06,Iraq,Baghdad,1,4.0,One person is killed by a Jihadi bomb placed at a popular market.
2017-02-06,Somalia,Jamame,4,0.0,Four men are beheaded by Islamists.
2017-02-06,Pakistan,Sahiwal,1,0.0,A Shiite doctor is shot to death at his clinic by Ahle Sunnat Wal Jamaat radicals.
2017-02-07,Iraq,Mosul,15,0.0,Fifteen civilians are summarily executed by the Islamic State.
2017-02-07,Afghanistan,Farah,1,0.0,A government official is assassinated by Taliban bombers.
2017-02-07,Afghanistan,Kabul,21,48.0,"Women and children are among the victims, as a suicide bomber detonates outside a courtroom."
2017-02-07,Syria,Hamdaniyeh,2,14.0,"Terrorists deliberately target a neighborhood with rockets, killing two residents."
2017-02-07,CAR,Bangui,2,0.0,A man and woman are killed by Muslim militia automatic weapons fire.
2017-02-07,CAR,Bangui,1,0.0,A pastor is stabbed to death in his church by Muslim radicals.
2017-02-07,Syria,Aleppo,5,0.0,Five children die from splinter injuries suffered during the detonation of an explosive device planted by Islamists.
2017-02-08,Syria,Daraa,4,3.0,Four civilians are crushed by a Sunni rocket shell.
2017-02-08,Syria,Sweida,2,0.0,Terrorists shoot two passing civilians to death.
2017-02-08,Somalia,Bosasso,4,0.0,Four guards lose their lives preventing the massacre of hotel guests by Islamic gunmen.
2017-02-08,CAR,Bangui,3,26.0,A church burning spree by Muslim militia leaves three dead.
2017-02-08,Afghanistan,Paktia,2,1.0,Two civilians are exterminated by a Fedayeen suicide bomber.
2017-02-08,Iraq,Wadi Hajar,20,7.0,ISIS reportedly burns twenty civilians alive and flogs another seven.
2017-02-08,Iraq,Jazair,1,19.0,"Terrorists use a drone to drop a bomb on a neighborhood, killing one resident."
2017-02-08,Afghanistan,Jowzjan,6,2.0,At least six Red Cross workers are murdered by suspected Islamic State enthusiasts.
2017-02-09,Syria,Aleppo,3,7.0,Three die when a Sunni terror group sends a mortar round into a humanitarian relief center.
2017-02-09,Israel,Petah Tikva,0,4.0,A terrorist opens fire on a market and stabs a patron with a screwdriver.
2017-02-09,Iraq,Mosul,1,0.0,An ISIS rocket scatters a child's body into parts.
2017-02-09,Iraq,Fallujah,2,2.0,Two Iraqis are terminated by a Shahid suicide bomber.
2017-02-09,Somalia,Beledweyne,4,4.0,Four people are blown to bits by al-Shabaab bombers.
2017-02-09,Syria,Homs,3,3.0,Three civilians are blasted into the hereafter by Jihadi car bombers.
2017-02-10,India,Pandavapura,1,0.0,A young man is stabbed by 'friends' for not joining a radical Islamic group.
2017-02-10,Iraq,Rutba,25,0.0,Twenty-five victims of ISIS execution are found in a two mass graves.
2017-02-10,Nigeria,Borno,7,23.0,Seven Nigerian security personnel are massacred by Boko Haram.
2017-02-10,Iraq,Baghdad,9,32.0,ISIS car bombs take out nine Iraqis in a commercial district.
2017-02-10,Iraq,Mosul,4,15.0,A suicide bomber at a restaurant claims four patrons in mid-bite.
2017-02-10,Pakistan,Arang Tehsil,1,4.0,A child bleeds to death after Jihadis detonate an IED under a family vehicle.
2017-02-10,Egypt,Sinai,5,0.0,Five Egyptians are forced to lie face down and then shot in the back of the head by hardcore fundamentalists.
2017-02-10,Iraq,Kirkuk,1,2.0,Three children are caught by a roadside bomb blast - only two survive.
2017-02-10,Somalia,Afgoi,2,1.0,Islamists shoot a woman and her 11-year-old son in their home for converting to Christianity.
2017-02-10,Iraq,Mosul,1,4.0,"A Shahid suicide bomber detonates at a checkpoint, killing a police officer."
2017-02-11,Kenya,Embu,1,0.0,A cleric is murdered by followers of a rival cleric.
2017-02-11,Afghanistan,Lashkar Gah,12,22.0,A Fedayeen suicide bomber sends a dozen souls to Allah.
2017-02-11,Iraq,Shajarah,15,0.0,Children are among fifteen family members burned alive for attempting to flee the caliphate.
2017-02-11,Iraq,Mosul,2,0.0,Two girls are murdered with silencer-equipped pistols for not wearing the niqab.
2017-02-11,Iraq,Mosul,8,0.0,Four women are among eight people murdered by ISIS bombers at two funerals.
2017-02-11,Iraq,Tawakol,1,3.0,Islamists plant a bomb in a field that kills a farmer.
2017-02-12,Afghanistan,Wama,2,0.0,A young couple is beaten and lynched by a mob over an adulterous relationship.
2017-02-12,Somalia,Tihsile,2,0.0,An al-Shabaab attack claims the lives of two security personnel.
2017-02-12,India,Kashmir,4,3.0,"Islamic extremists open fire on police officers, killing two, along with two bystanders."
2017-02-12,Egypt,Arish,1,0.0,"A family man is dragged from his business, forced to his knees and shot after refusing to renounce Christianity for Islam."
2017-02-12,Pakistan,Karachi,1,0.0,"The Taliban set up an ambush on a news crew, killing an assistant cameraman."
2017-02-13,Iraq,Mosul,2,0.0,A young man is thrown from a rooftop for homosexuality hours after his father is executed.
2017-02-13,Afghanistan,Baba Pul,1,1.0,"Islamic militants fire on two brothers, killing one."
2017-02-13,Pakistan,Lahore,16,90.0,At least sixteen participants are exterminated by a Jamaat-ul-Ahrar suicide bomber at a demonstration.
2017-02-13,Iraq,Mosul,4,24.0,An ISIS mortar sent into a school claims the live of three students and a teacher.
2017-02-13,Syria,Sere Kaniye,1,2.0,An older man is killed by an ISIS landmine that badly injures his son and grandson.
2017-02-13,Pakistan,Zar Melan,3,3.0,The Taliban murder three security personnel with a nail-bomb.
2017-02-13,Pakistan,Orangi Town,2,1.0,"Suspected Lashkar-e-Jhangvi open fire outside a hotel, killing two people."
2017-02-13,Nigeria,Mifa,1,1.0,Boko Haram militants kill a scholar and break a young boy's hand.
2017-02-14,India,Bandipora,4,8.0,"Lashkar-e-Toiba gunmen open fire on a security patrol, killing four members."
2017-02-14,Iraq,Baghdad,3,10.0,Jihadi car bombers pick off three passersby in an industrial area.
2017-02-14,Yemen,Radaa,3,8.0,A child is among three killed when a Shahid suicide bomber detonates outside a Shia school.
2017-02-14,China,Pishan,5,5.0,Muslim separatists stab ten people in a melee attack.
2017-02-15,Afghanistan,Shirin Tagab,5,0.0,Five guards are killed when the Taliban attack a small village.
2017-02-15,Pakistan,Ghalanai,5,3.0,Five people are laid out by two Fedayeen suicide bombers.
2017-02-15,Pakistan,Hyatabad,2,18.0,A suicide bomber targeting judges takes out their driver and a passerby.
2017-02-15,Iraq,Mosul,13,0.0,Thirteen citizens are slowly drowned by caliphate members.
2017-02-15,Pakistan,Muzaffarabad,0,2.0,A Shiite cleric and his wife are shot by Sunni extremists.
2017-02-15,Iraq,Baghdad,2,6.0,Two people standing outside a market are vaporized by Sunni shrapnel.
2017-02-15,Iraq,Mosul,3,4.0,Three grocers die at the hands of ISIS bombers.
2017-02-15,Iraq,Hawija,8,0.0,Eight Iraqis are executed by the Islamic State.
2017-02-15,Iraq,Sadr City,18,50.0,"A suicide bomber targeting ""a gathering of Shias"" massacres at least eighteen."
2017-02-16,Iraq,Baghdad,59,66.0,A devastating car bomb attack claims sixty lives near a row of car dealerships.
2017-02-16,Somalia,Mogadishu,3,5.0,Two children are among three who bleed to death from the effects of an al-Shabaab mortar.
2017-02-16,Pakistan,Kharmato,2,0.0,A pair of young lovers is quickly honor killed after being discovered by the girl's conservative father.
2017-02-16,Iraq,Baghdad,8,30.0,A series of Mujahideen attacks leaves eight dead.
2017-02-16,Egypt,al-Arish,1,0.0,A Coptic teacher is gunned down by Ansar Beit al-Maqdis on his way to school.
2017-02-16,Afghanistan,Deh Bala,18,0.0,A surprise ISIS attack on a remote border post claims eighteen.
2017-02-16,Iraq,Mosul,2,2.0,Two girls are disassembled in their own school by an Islamic State rocket.
2017-02-16,Pakistan,Sehwan,88,250.0,"A massive suicide blast at a Sufi shrine leaves over eighty worshippers in pieces, including thirty children."
2017-02-16,Pakistan,Dera Ismail Khan,4,1.0,Terrorists machine-gun four local cops.
2017-02-17,Iraq,Mosul,4,12.0,"ISIS members send a rocket into a market, killing four patrons."
2017-02-17,Pakistan,Balakot,1,0.0,A woman is stabbed to death for marrying by choice.
2017-02-17,Afghanistan,Kunar,5,1.0,Five security personnel die in a hail of Taliban bullets.
2017-02-17,Egypt,Hasna,3,4.0,Islamic State advocates ambush and kill three security personnel.
2017-02-17,Thailand,Yaring,1,0.0,Muslim 'insurgents' are suspected of gunning down a village official.
2017-02-18,Iraq,Mosul,5,21.0,An Islamic State rocket fired into a school kills three students and two teachers.
2017-02-18,Afghanistan,Paktika,12,4.0,Eight children are blown to bits along with four others when the Taliban detonate a bomb under their vehicle.
2017-02-18,Iraq,Jazair,4,9.0,"Islamic State members hit a neighborhood with rockets, killing four civilians."
2017-02-18,Iraq,Hayy al-Intsar,3,10.0,Three women are pulled into disparate pieces by ISIS shrapnel.
2017-02-18,Somalia,El Wak,2,3.0,An Islamist attack leaves two others dead.
2017-02-19,Afghanistan,Laghman,11,3.0,Eleven members of a family are cut down when suspected Taliban throw a grenade into their home.
2017-02-19,Iraq,Mahmoudiyah,2,4.0,"Jihadis plant a bomb at a livestock market, killing two participants."
2017-02-19,Somalia,Mogadishu,39,50.0,"A Fedayeen suicide bomber detonates himself at a packed market, taking thirty-nine souls with him."
2017-02-19,Nigeria,Bakin Kogi,7,0.0,Seven villagers are massacred by Fulani terrorists.
2017-02-19,Nigeria,Yaza-Kumaza,3,9.0,Boko Haram attack a village and murder three residents.
2017-02-19,Somalia,Tihsile,2,0.0,Two local soldiers die during an al-Shabaab attack on a town.
2017-02-19,Iraq,Mosul,3,12.0,Two suicide bomber rack up three Iraqis.
2017-02-19,Iraq,Iraq,3,0.0,An ISIS landmine snuffs out the lives of three children.
2017-02-20,Iraq,Abu Ghraib,1,4.0,A person standing in a market is thoroughly eliminated by a Jihadi nail-packed bomb.
2017-02-20,Iraq,Mosul,2,5.0,A child is among two killed when ISIS operatives drop a grenade from a drone.
2017-02-20,Nigeria,Ashim,14,0.0,Muslim militants murder fourteen civilians.
2017-02-21,Iraq,Karbala,2,0.0,Two Shiites are beheaded by a Sunni extremist group.
2017-02-21,Iraq,Baghdad,7,12.0,Seven people are aerated by Mujahideen shrapnel in a shopping district.
2017-02-21,Philippines,Baguan Island,1,7.0,"Abu Sayyaf pirates attack a commercial ship, killing one crew member and abducting seven more."
2017-02-21,Pakistan,Charsadda,7,21.0,"Fedayeen suicide bombers storm a sessions court, killing at least seven."
2017-02-21,Iraq,Mosul,1,0.0,A captive is beheaded by the Islamic State.
2017-02-22,Iraq,al-Root,2,5.0,Two women are reduced to pulp by caliphate bombers.
2017-02-22,Nigeria,Gajiram,7,0.0,At least seven members of a security patrol are ambushed and killed by Boko Haram.
2017-02-22,Pakistan,Pandyali,1,1.0,Islamists plant a bomb outside a man's home which kills him and leaves his wife gravely injured.
2017-02-22,Egypt,al-Arish,2,0.0,A Christian man is shot to death and his son burned alive by Islam proponents.
2017-02-22,Afghanistan,Janikhel,3,19.0,A woman is among three civilians killed when the Taliban bomb a market.
2017-02-22,Afghanistan,Alasay,4,0.0,A Taliban rocket wipes out four people in their own home.
2017-02-22,Iraq,Mosul,5,0.0,Five civilians are killed by the effects of explosives dropped from ISIS drones.
2017-02-23,Bangladesh,Mymensingh,1,0.0,Jama'atul Mujahideen gun down a guard transporting jailed Islamists.
2017-02-23,Malaysia,Kuantan,1,0.0,A transgender florist is hacked to death by religious conservatives.
2017-02-23,Egypt,al-Arish,1,0.0,Jihadists murder a Coptic man and set his home on fire.
2017-02-23,Iraq,Mosul,4,3.0,Four people lose their lives when ISIS launches a mortar round into an airport.
2017-02-23,Niger,Interzawane,15,19.0,Islamic extremists ambush and kill fifteen local soldiers.
2017-02-23,India,Hajin,4,2.0,A woman is among four killed by Islamic gunfire.
2017-02-23,Cameroon,Wouro Dole,1,2.0,At least one other person is killed by an 11-year-old suicide bomber.
2017-02-23,Iraq,Baghdad,1,5.0,"Jihadis bomb a fish market, killing one patron."
2017-02-24,Iraq,Khalis,4,9.0,Suicide bombers take out four civilians.
2017-02-24,Syria,al-Bab,8,0.0,A planted car bomb kills eight.
2017-02-24,Iraq,Trebil,15,0.0,Fifteen border guards are massacred by an Islamic State suicide bomber.
2017-02-24,Syria,Sousian,60,42.0,At least sixty people are blown apart by a Shahid suicide bomber as they are lining up for housing permits.
2017-02-24,Israel,Rahat,1,0.0,A young woman is burned alive inside her home by brothers looking to restore family honor.
2017-02-24,Afghanistan,Girishk,2,3.0,A Fedayeen suicide car bomber takes out two Afghans.
2017-02-25,Iraq,Mosul,1,1.0,An ISIS IED takes out a female journalist.
2017-02-25,Iraq,Bani Saad,2,0.0,Two brothers are shot to death by terrorists.
2017-02-25,Afghanistan,Zawzjan,11,0.0,A woman and ten police officers are machine-gunned outside a mosque by Sharia hardliners.
2017-02-25,Afghanistan,Faryab,1,16.0,A Taliban bomb blast at a market leaves one dead.
2017-02-25,Syria,Homs,42,24.0,Two Religion of Peace suicide blasts leave at least forty-two mangled and charred corpses.
2017-02-25,Iraq,Baiji,1,0.0,A civilian is blown up after a suicide bomber runs up and hugs him.
2017-02-25,Iraq,Mazraa,4,0.0,A family of four is exterminated by an Islamic State member.
2017-02-26,Iraq,Khalaf,2,0.0,Jihadi bombers pick off a mother and daughter trying to flee the caliphate.
2017-02-26,Thailand,Nong Chik,1,0.0,Suspected Muslim terrorists shoot a civilian on his way home.
2017-02-26,Iraq,Sahaji,12,38.0,At least a dozen civilians are felled by ISIS landmines as they try to flee the caliphate.
2017-02-26,Syria,Damascus,1,17.0,A woman bleeds to death after being opened up by Sunni shrapnel.
2017-02-26,Pakistan,Dera Ismail Khan,3,0.0,Three Shiites are gunned down by sectarian extremists.
2017-02-26,Philippines,Sulu,1,0.0,A 70-year-old German hostage is beheaded by Abu Sayyaf.
2017-02-27,Somalia,Buq-Aqable,2,0.0,Two men are brutally executed for 'waging war on Allah'.
2017-02-27,Egypt,Rafah,1,0.0,A youth is burned alive after having his eyes gouged out by Islamic fundamentalists.
2017-02-27,Iraq,Baghdad,3,4.0,A husband and wife are among three Iraqis wiped out by Mujahid bombers.
2017-02-28,Somalia,Mogadishu,1,0.0,al-Shabaab militants assassinate a local official by planting a bomb under his car.
2017-02-28,Pakistan,Peshawar,1,1.0,A border guard is cut down by the Taliban.
2017-02-28,Afghanistan,Lashkar Gah,12,0.0,A dozen police officers are assassinated at their checkpoint by Taliban armed with silenced weapons.
2017-02-28,Iraq,Mosul,1,0.0,A 60-year-old woman is taken out by an ISIS IED.
2017-02-28,Iraq,Tayaran,31,0.0,Thirty-one people from three families are destroyed by a barrage of ISIS mortars.
